2727,-4383
2728,-4385
2729,-4385
2730,-4385
2731,-4386
2732,-4389
2733,-4392
2734,-4392
2735,-4392
2736,-4393
2737,-4396
2738,-4396
2739,-4400
2740,-4400
2741,-4401
2742,-4404
2743,-4407
2744,-4409
2745,-4411
2746,-4412
2747,-4415
2748,-4417
2749,-4421
2750,-4423
2751,-4424
2752,-4426
2753,-4429
2754,-4429
2755,-4429
2756,-4430
2757,-4432
2758,-4433
2759,-4437
2760,-4439
2761,-4440
2762,-4443
2763,-4445
2764,-4449
2765,-4449
2766,-4450
2767,-4453
2768,-4455
2769,-4457
2770,-4457
2771,-4458
2772,-4461
2773,-4463
2774,-4467
2775,-4467
2776,-4468
2777,-4471
2778,-4471
2779,-4475
2780,-4475
2781,-4475
2782,-4477
2783,-4478
2784,-4480
2785,-4480
2786,-4481
2787,-4484
2788,-4484
2789,-4486
2790,-4486
2791,-4487
2792,-4490
2793,-4493
2794,-4497
2795,-4497
2796,-4497
2797,-4499
2798,-4502
2799,-4502
2800,-4502
2801,-4503
2802,-4505
2803,-4506
2804,-4509
2805,-4509
2806,-4509
2807,-4510
2808,-4512
2809,-4516
2810,-4516
2811,-4516
2812,-4516
2813,-4518
2814,-4518
2815,-4518
2816,-4519
2817,-4521
2818,-4524
2819,-4526
2820,-4526
2821,-4526
2822,-4528
2823,-4531
2824,-4533
2825,-4533
2826,-4534
2827,-4536
2828,-4539
2829,-4543
2830,-4543
2831,-4543
2832,-4543
2833,-4546
2834,-4550
2835,-4550
2836,-4551
2837,-4554
2838,-4556
2839,-4558
2840,-4558
2841,-4558
2842,-4560
2843,-4563
2844,-4567
2845,-4567
2846,-4568
2847,-4571
2848,-4573
2849,-4575
2850,-4577
2851,-4578
2852,-4580
2853,-4583
2854,-4583
2855,-4583
2856,-4584
2857,-4587
2858,-4590
2859,-4592
2860,-4594
2861,-4595
2862,-4595
2863,-4598
2864,-4600
2865,-4602
2866,-4603
2867,-4604
2868,-4606
2869,-4607
2870,-4607
2871,-4607
2872,-4610
2873,-4613
2874,-4613
2875,-4615
2876,-4615
2877,-4615
2878,-4618
2879,-4618
2880,-4618
2881,-4619
2882,-4622
2883,-4624
2884,-4628
2885,-4628
2886,-4629
2887,-4632
2888,-4635
2889,-4639
2890,-4639
2891,-4639
2892,-4641
2893,-4644
2894,-4648
2895,-4650
2896,-4650
2897,-4652
2898,-4654
2899,-4654
2900,-4654
2901,-4654
2902,-4657
2903,-4660
2904,-4662
2905,-4664
2906,-4665
2907,-4667
2908,-4669
2909,-4671
2910,-4671
2911,-4671
2912,-4673
2913,-4674
2914,-4678
2915,-4678
2916,-4678
2917,-4678
2918,-4681
2919,-4681
2920,-4683
2921,-4684
2922,-4686
2923,-4687
2924,-4689
2925,-4691
2926,-4692
2927,-4695
2928,-4697
2929,-4699
2930,-4701
2931,-4702
2932,-4705
2933,-4707
2934,-4707
2935,-4707
2936,-4708
2937,-4711
2938,-4714
2939,-4716
2940,-4716
2941,-4717
2942,-4720
2943,-4722
2944,-4724
2945,-4726
2946,-4727
2947,-4730
2948,-4730
2949,-4733
2950,-4733
2951,-4734
2952,-4735
2953,-4737
2954,-4739
2955,-4741
2956,-4742
2957,-4745
2958,-4748
2959,-4750
2960,-4750
2961,-4750
2962,-4750
2963,-4751
2964,-4753
2965,-4755
2966,-4756
2967,-4759
2968,-4762
2969,-4766
2970,-4766
2971,-4767
2972,-4770
2973,-4773
2974,-4777
2975,-4777
2976,-4777
2977,-4777
2978,-4778
2979,-4780
2980,-4780
2981,-4781
2982,-4784
2983,-4787
2984,-4791
2985,-4793
2986,-4794
2987,-4796
2988,-4799
2989,-4799
2990,-4799
2991,-4800
2992,-4803
2993,-4803
2994,-4803
2995,-4804
2996,-4805
2997,-4808
2998,-4810
2999,-4814
3000,-4816
3001,-4817
3002,-4819
3003,-4822
3004,-4826
3005,-4826
3006,-4827
3007,-4830
3008,-4832
3009,-4834
3010,-4834
3011,-4834
3012,-4835
3013,-4836
3014,-4838
3015,-4838
3016,-4839
3017,-4842
3018,-4844
3019,-4846
3020,-4846
3021,-4847
3022,-4849
3023,-4851
3024,-4852
3025,-4852
3026,-4852
3027,-4855
3028,-4855
3029,-4857
3030,-4857
3031,-4858
3032,-4860
3033,-4863
3034,-4865
3035,-4867
3036,-4868
3037,-4871
3038,-4874
3039,-4876
3040,-4876
3041,-4877
3042,-4880
3043,-4882
3044,-4883
3045,-4883
3046,-4884
3047,-4886
3048,-4888
3049,-4892
3050,-4892
3051,-4893
3052,-4896
3053,-4896
3054,-4897
3055,-4898
3056,-4899
3057,-4902
3058,-4904
3059,-4906
3060,-4908
3061,-4909
3062,-4911
3063,-4912
3064,-4916
3065,-4916
3066,-4917
3067,-4919
3068,-4922
3069,-4922
3070,-4922
3071,-4922
3072,-4925
3073,-4928
3074,-4932
3075,-4932
3076,-4932
3077,-4934
3078,-4934
3079,-4934
3080,-4936
3081,-4936
3082,-4937
3083,-4940
3084,-4940
3085,-4940
3086,-4941
3087,-4943
3088,-4946
3089,-4948
3090,-4950
3091,-4951
3092,-4954
3093,-4957
3094,-4959
3095,-4959
3096,-4960
3097,-4963
3098,-4963
3099,-4963
3100,-4963
3101,-4964
3102,-4967
3103,-4970
3104,-4970
3105,-4972
3106,-4973
3107,-4976
3108,-4979
3109,-4979
3110,-4981
3111,-4982
3112,-4985
3113,-4985
3114,-4987
3115,-4987
3116,-4988
3117,-4991
3118,-4994
3119,-4994
3120,-4996
3121,-4997
3122,-4999
3123,-5002
3124,-5006
3125,-5008
3126,-5009
3127,-5009
3128,-5012
3129,-5013
3130,-5014
3131,-5015
3132,-5018
3133,-5021
3134,-5021
3135,-5021
3136,-5022
3137,-5024
3138,-5026
3139,-5028
3140,-5030
3141,-5030
3142,-5030
3143,-5033
3144,-5034
3145,-5036
3146,-5036
3147,-5039
3148,-5039
3149,-5042
3150,-5042
3151,-5042
3152,-5044
3153,-5046
3154,-5046
3155,-5046
3156,-5047
3157,-5049
3158,-5050
3159,-5052
3160,-5052
3161,-5053
3162,-5056
3163,-5056
3164,-5056
3165,-5056
3166,-5057
3167,-5060
3168,-5060
3169,-5062
3170,-5064
3171,-5065
3172,-5068
3173,-5071
3174,-5075
3175,-5077
3176,-5078
3177,-5081
3178,-5083
3179,-5083
3180,-5083
3181,-5084
3182,-5087
3183,-5089
3184,-5091
3185,-5091
3186,-5091
3187,-5093
3188,-5095
3189,-5097
3190,-5097
3191,-5098
3192,-5101
3193,-5104
3194,-5104
3195,-5104
3196,-5105
3197,-5108
3198,-5111
3199,-5115
3200,-5117
3201,-5118
3202,-5121
3203,-5124
3204,-5124
3205,-5124
3206,-5124
3207,-5126
3208,-5129
3209,-5129
3210,-5131
3211,-5132
3212,-5135
3213,-5138
3214,-5140
3215,-5142
3216,-5143
3217,-5146
3218,-5146
3219,-5148
3220,-5148
3221,-5149
3222,-5152
3223,-5152
3224,-5153
3225,-5155
3226,-5156
3227,-5156
3228,-5159
3229,-5160
3230,-5162
3231,-5163
3232,-5166
3233,-5169
3234,-5169
3235,-5171
3236,-5172
3237,-5175
3238,-5178
3239,-5182
3240,-5184
3241,-5184
3242,-5187
3243,-5187
3244,-5187
3245,-5189
3246,-5190
3247,-5193
3248,-5195
3249,-5197
3250,-5197
3251,-5198
3252,-5200
3253,-5203
3254,-5205
3255,-5207
3256,-5207
3257,-5207
3258,-5207
3259,-5211
3260,-5213
3261,-5213
3262,-5213
3263,-5213
3264,-5217
3265,-5217
3266,-5218
3267,-5221
3268,-5224
3269,-5226
3270,-5226
3271,-5226
3272,-5228
3273,-5230
3274,-5232
3275,-5232
3276,-5233
3277,-5235
3278,-5238
3279,-5238
3280,-5238
3281,-5239
3282,-5241
3283,-5243
3284,-5247
3285,-5247
3286,-5248
3287,-5250
3288,-5251
3289,-5253
3290,-5253
3291,-5253
3292,-5256
3293,-5258
3294,-5258
3295,-5258
3296,-5259
3297,-5262
3298,-5265
3299,-5265
3300,-5265
3301,-5266
3302,-5269
3303,-5271
3304,-5273
3305,-5273
3306,-5274
3307,-5277
3308,-5280
3309,-5284
3310,-5284
3311,-5285
3312,-5288
3313,-5291
3314,-5291
3315,-5291
3316,-5292
3317,-5295
3318,-5295
3319,-5298
3320,-5300
3321,-5301
3322,-5303
3323,-5306
3324,-5308
3325,-5308
3326,-5308
3327,-5310
3328,-5312
3329,-5312
3330,-5312
3331,-5313
3332,-5316
3333,-5318
3334,-5320
3335,-5320
3336,-5321
3337,-5323
3338,-5325
3339,-5329
3340,-5329
3341,-5330
3342,-5333
3343,-5333
3344,-5335
3345,-5335
3346,-5336
3347,-5339
3348,-5342
3349,-5342
3350,-5342
3351,-5343
3352,-5346
3353,-5349
3354,-5351
3355,-5351
3356,-5352
3357,-5355
3358,-5358
3359,-5358
3360,-5358
3361,-5359
3362,-5362
3363,-5365
3364,-5365
3365,-5365
3366,-5366
3367,-5366
3368,-5369
3369,-5370
3370,-5370
3371,-5371
3372,-5374
3373,-5374
3374,-5378
3375,-5380
3376,-5381
3377,-5384
3378,-5386
3379,-5388
3380,-5388
3381,-5389
3382,-5391
3383,-5394
3384,-5396
3385,-5396
3386,-5397
3387,-5399
3388,-5402
3389,-5404
3390,-5406
3391,-5407
3392,-5410
3393,-5410
3394,-5414
3395,-5416
3396,-5417
3397,-5419
3398,-5421
3399,-5421
3400,-5421
3401,-5422
3402,-5425
3403,-5428
3404,-5428
3405,-5428
3406,-5429
3407,-5431
3408,-5434
3409,-5436
3410,-5438
3411,-5439
3412,-5442
3413,-5442
3414,-5444
3415,-5444
3416,-5445
3417,-5448
3418,-5451
3419,-5451
3420,-5451
3421,-5452
3422,-5454
3423,-5455
3424,-5458
3425,-5460
3426,-5460
3427,-5460
3428,-5463
3429,-5463
3430,-5465
3431,-5466
3432,-5469
3433,-5472
3434,-5474
3435,-5474
3436,-5475
3437,-5478
3438,-5481
3439,-5485
3440,-5485
3441,-5486
3442,-5488
3443,-5491
3444,-5491
3445,-5491
3446,-5492
3447,-5495
3448,-5498
3449,-5498
3450,-5498
3451,-5499
3452,-5502
3453,-5505
3454,-5509
3455,-5509
3456,-5510
3457,-5512
3458,-5514
3459,-5514
3460,-5516
3461,-5516
3462,-5518
3463,-5520
3464,-5522
3465,-5522
3466,-5522
3467,-5524
3468,-5525
3469,-5527
3470,-5529
3471,-5529
3472,-5529
3473,-5531
3474,-5533
3475,-5533
3476,-5534
3477,-5537
3478,-5539
3479,-5539
3480,-5539
3481,-5540
3482,-5542
3483,-5545
3484,-5545
3485,-5547
3486,-5548
3487,-5551
3488,-5553
3489,-5555
3490,-5557
3491,-5558
3492,-5561
3493,-5561
3494,-5564
3495,-5564
3496,-5564
3497,-5566
3498,-5569
3499,-5569
3500,-5569
3501,-5570
3502,-5573
3503,-5575
3504,-5575
3505,-5577
3506,-5578
3507,-5581
3508,-5581
3509,-5581
3510,-5581
3511,-5582
3512,-5584
3513,-5585
3514,-5587
3515,-5589
3516,-5590
3517,-5592
3518,-5594
3519,-5596
3520,-5598
3521,-5599
3522,-5601
3523,-5603
3524,-5605
3525,-5607
3526,-5608
3527,-5611
3528,-5611
3529,-5611
3530,-5613
3531,-5613
3532,-5615
3533,-5617
3534,-5619
3535,-5621
3536,-5622
3537,-5625
3538,-5628
3539,-5628
3540,-5630
3541,-5631
3542,-5634
3543,-5637
3544,-5639
3545,-5639
3546,-5640
3547,-5642
3548,-5643
3549,-5645
3550,-5645 
3551,-5645
3552,-5648
3553,-5650
3554,-5650
3555,-5650
3556,-5651
3557,-5654
3558,-5657
3559,-5657
3560,-5659
3561,-5660
3562,-5662
3563,-5665
3564,-5667
3565,-5667
3566,-5668
3567,-5671
3568,-5673
3569,-5674
3570,-5676
3571,-5677
3572,-5680
3573,-5683
3574,-5683
3575,-5683
3576,-5683
3577,-5684
3578,-5687
3579,-5689
3580,-5689
3581,-5690
3582,-5692
3583,-5695
3584,-5695
3585,-5697
3586,-5698
3587,-5701
3588,-5704
3589,-5704
3590,-5706
3591,-5707
3592,-5710
3593,-5713
3594,-5713
3595,-5713
3596,-5714
3597,-5716
3598,-5719
3599,-5721
3600,-5721
3601,-5722
3602,-5725
3603,-5728
3604,-5728
3605,-5728
3606,-5729
3607,-5732
3608,-5732
3609,-5735
3610,-5735
3611,-5735
3612,-5737
3613,-5740
3614,-5744
3615,-5744
3616,-5745
3617,-5747
3618,-5749
3619,-5751
3620,-5753
3621,-5754
3622,-5757
3623,-5759
3624,-5763
3625,-5763
3626,-5764
3627,-5766
3628,-5767
3629,-5769
3630,-5771
3631,-5772
3632,-5775
3633,-5778
3634,-5778
3635,-5780
3636,-5781
3637,-5784
3638,-5787
3639,-5789
3640,-5789
3641,-5790
3642,-5793
3643,-5795
3644,-5797
3645,-5797
3646,-5797
3647,-5799
3648,-5801
3649,-5802
3650,-5804
3651,-5805
3652,-5807
3653,-5809
3654,-5811
3655,-5811
3656,-5812
3657,-5813
3658,-5815
3659,-5817
3660,-5819
3661,-5820
3662,-5823
3663,-5826
3664,-5830
3665,-5830
3666,-5831
3667,-5834
3668,-5834
3669,-5836
3670,-5836
3671,-5837
3672,-5840
3673,-5840
3674,-5842
3675,-5844
3676,-5844
3677,-5847
3678,-5847
3679,-5850
3680,-5852
3681,-5853
3682,-5856
3683,-5856
3684,-5859
3685,-5859
3686,-5860
3687,-5863
3688,-5863
3689,-5866
3690,-5866
3691,-5866
3692,-5868
3693,-5868
3694,-5868
3695,-5870
3696,-5871
3697,-5871
3698,-5874
3699,-5875
3700,-5875
3701,-5876
3702,-5879
3703,-5881
3704,-5882
3705,-5884
3706,-5885
3707,-5888
3708,-5888
3709,-5890
3710,-5892
3711,-5893
3712,-5896
3713,-5899
3714,-5901
3715,-5903
3716,-5903
3717,-5903
3718,-5905
3719,-5907
3720,-5909
3721,-5909
3722,-5912
3723,-5912
3724,-5912
3725,-5914
3726,-5914
3727,-5915
3728,-5918
3729,-5918
3730,-5918
3731,-5919
3732,-5922
3733,-5925
3734,-5925
3735,-5925
3736,-5926
3737,-5929
3738,-5932
3739,-5936
3740,-5936
3741,-5937
3742,-5939
3743,-5941
3744,-5945
3745,-5945
3746,-5946
3747,-5949
3748,-5949
3749,-5953
3750,-5953
3751,-5953
3752,-5955
3753,-5958
3754,-5960
3755,-5962
3756,-5963
3757,-5966
3758,-5968
3759,-5970
3760,-5970
3761,-5971
3762,-5974
3763,-5977
3764,-5977
3765,-5979
3766,-5980
3767,-5982
3768,-5984
3769,-5986
3770,-5988
3771,-5989
3772,-5992
3773,-5992
3774,-5995
3775,-5995
3776,-5996
3777,-5999
3778,-6002
3779,-6006
3780,-6006
3781,-6007
3782,-6010
3783,-6010
3784,-6014
3785,-6016
3786,-6017
3787,-6019
3788,-6022
3789,-6026
3790,-6026
3791,-6026
3792,-6026
3793,-6029
3794,-6031
3795,-6033
3796,-6034
3797,-6037
3798,-6040
